,cust,rct_no,ma_fem_dv,ages,zon_hlv
11898,M143418447,108,남성,40대,Z04
11899,M824900645,108,여성,40대,Z05
11900,M542880486,108,여성,50대,Z10
11901,M112858378,108,여성,30대,Z17
11902,M921944559,108,여성,30대,Z15
11903,M066416187,108,여성,40대,Z16
11904,M189215563,108,여성,30대,Z17
11905,M486749349,108,여성,40대,Z06
11906,M139754570,108,여성,20대,Z17
11907,M282735419,108,여성,50대,Z04
11908,M604854730,108,여성,20대,Z17
11909,M936534489,108,여성,30대,Z17
11910,M868363713,108,남성,30대,Z17
11911,M113869831,108,남성,20대,Z10
11912,M652007196,108,여성,50대,Z17
11913,M792446029,108,여성,40대,Z17
11914,M112000557,108,여성,70대,Z13
11915,M668330590,108,남성,30대,Z10
11916,M609799705,108,여성,40대,Z16
11917,M161979458,108,여성,40대,Z03
11918,M156201830,108,여성,40대,Z06
11919,M026904284,108,남성,40대,Z10
11920,M112051870,108,남성,20대,Z10
11921,M843729263,108,여성,70대,Z17
11922,M030085343,108,여성,20대,Z11
11923,M784404815,108,남성,40대,Z16
11924,M468700030,108,남성,50대,Z17
11925,M299603939,108,여성,40대,Z17
11926,M500919418,108,여성,20대,Z17
11927,M401640410,108,여성,40대,Z10
11928,M660361852,108,남성,30대,Z16
11929,M497974454,108,여성,50대,Z14
11930,M484096854,108,남성,40대,Z17
11931,M944437088,108,남성,20대,Z09
11932,M101169628,108,여성,50대,Z17
11933,M881649001,108,남성,40대,Z04
11934,M477612163,108,남성,30대,Z13
11935,M465422174,108,여성,30대,Z17
11936,M757477297,108,여성,20대,Z17
11937,M098653549,108,여성,50대,Z10
11938,M024373763,108,여성,50대,Z17
11939,M490260194,108,여성,60대,Z17
11940,M496990344,108,여성,50대,Z04
11941,M668010594,108,여성,40대,Z17
11942,M833547108,108,여성,20대,Z08
11943,M708348970,108,여성,30대,Z17
11944,M454403708,108,여성,40대,Z08
11945,M346282471,108,남성,40대,Z17
11946,M603025592,108,여성,60대,Z13
11947,M778394324,108,남성,20대,Z04
11948,M273273454,107,여성,30대,Z17
11949,M143021353,107,남성,30대,Z17
11950,M080205495,107,남성,40대,Z10
11951,M333198713,107,여성,30대,Z10
11952,M774389135,107,남성,30대,Z08
11953,M281188727,107,여성,40대,Z06
11954,M256342205,107,여성,40대,Z17
11955,M243894072,107,남성,50대,Z16
11956,M566801849,107,남성,50대,Z14
11957,M544154673,107,여성,30대,Z16
11958,M080584695,107,여성,30대,Z17
11959,M267381321,107,여성,40대,Z17
11960,M656597283,107,남성,30대,Z08
11961,M987846731,107,여성,30대,Z10
11962,M532581347,107,여성,30대,Z10
11963,M862526200,107,여성,40대,Z10
11964,M020870342,107,여성,40대,Z13
11965,M572522170,107,여성,50대,Z10
11966,M606248486,107,여성,30대,Z10
11967,M148253810,107,여성,40대,Z10
11968,M579283629,107,여성,30대,Z10
11969,M054192401,107,여성,60대,Z04
11970,M639582830,107,여성,30대,Z10
11971,M879420309,107,여성,30대,Z03
11972,M043192575,107,여성,70대,Z17
11973,M608196535,107,남성,40대,Z03
11974,M891307633,107,여성,60대,Z06
11975,M034266454,107,남성,40대,Z10
11976,M148427764,107,남성,50대,Z16
11977,M269358939,107,남성,30대,Z17
11978,M795104270,107,남성,40대,Z17
11979,M597831106,107,여성,40대,Z10
11980,M788472425,107,남성,60대,Z17
11981,M404936182,107,여성,40대,Z11
11982,M227112289,107,남성,30대,Z11
11983,M767624791,107,남성,20대,Z14
11984,M256046042,107,여성,40대,Z17
11985,M139584730,107,남성,30대,Z10
11986,M804347714,107,여성,30대,Z04
11987,M063391273,107,여성,60대,Z17
11988,M059586129,107,남성,40대,Z16
11989,M311393364,107,여성,40대,Z16
11990,M772758987,107,여성,30대,Z10
11991,M840448991,107,여성,40대,Z11
11992,M590556816,107,여성,50대,Z14
11993,M184782379,107,남성,30대,Z10
11994,M228124869,107,여성,30대,Z14
11995,M176423360,107,남성,40대,Z06
11996,M010578364,107,여성,50대,Z17
11997,M228438897,107,여성,40대,Z11
11998,M950884799,107,여성,50대,Z04
11999,M566810723,107,여성,40대,Z11
12000,M725920721,107,여성,30대,Z10
12001,M819977033,107,여성,30대,Z17
12002,M797580395,107,여성,40대,Z16
12003,M431552303,107,여성,40대,Z12
12004,M415007467,107,남성,30대,Z17
12005,M348624880,107,여성,40대,Z10
12006,M440423684,107,남성,40대,Z17
12007,M521326390,107,여성,30대,Z06
12008,M249483785,107,여성,40대,Z10
12009,M370549720,107,여성,60대,Z16
12010,M026808752,107,여성,30대,Z10
12011,M139794738,107,여성,50대,Z16
12012,M855656813,107,여성,30대,Z11
12013,M235597525,107,여성,30대,Z04
12014,M397477527,107,남성,30대,Z10
12015,M996037293,107,여성,50대,Z16
12016,M827883649,107,여성,40대,Z17
12017,M848640384,107,남성,50대,Z05
12018,M549322525,107,여성,40대,Z16
12019,M413492253,107,여성,20대,Z10
12020,M725299044,107,남성,30대,Z10
12021,M219635868,107,여성,40대,Z06
12022,M442141461,107,남성,30대,Z17
12023,M607203471,107,여성,50대,Z11
12024,M412002180,107,여성,30대,Z06
12025,M669226911,107,여성,30대,Z10
12026,M256801265,107,여성,40대,Z04
12027,M429391906,107,여성,30대,Z10
12028,M158210102,107,남성,30대,Z16
12029,M211932804,107,여성,60대,Z17
12030,M714182022,107,여성,20대,Z10
12031,M406787164,107,여성,20대,Z17
12032,M371854170,107,여성,40대,Z17
12033,M456997909,106,남성,20대,Z17
12034,M398161464,106,여성,50대,Z17
12035,M846525197,106,남성,20대,Z11
12036,M290906712,106,여성,60대,Z16
12037,M455325876,106,남성,50대,Z10
12038,M940404541,106,남성,40대,Z17
12039,M616118209,106,남성,40대,Z09
12040,M021936535,106,남성,50대,Z10
12041,M027440421,106,여성,40대,Z17
12042,M683098942,106,여성,30대,Z17
12043,M696769842,106,남성,60대,Z10
12044,M275910401,106,여성,50대,Z09
12045,M599694209,106,남성,50대,Z10
12046,M895514534,106,여성,30대,Z12
12047,M794696154,106,남성,30대,Z01
12048,M700168152,106,여성,30대,Z17
12049,M712435837,106,여성,30대,Z17
12050,M913490897,106,여성,50대,Z11
12051,M271790519,106,남성,40대,Z10
12052,M002122238,106,여성,20대,Z07
12053,M697328778,106,남성,30대,Z10
12054,M424133551,106,여성,40대,Z14
12055,M183073813,106,남성,50대,Z17
12056,M333198333,106,여성,40대,Z10
12057,M217503127,106,여성,20대,Z10
12058,M436678829,106,여성,30대,Z17
12059,M303384065,106,남성,60대,Z08
12060,M133986881,106,남성,50대,Z11
12061,M793003213,106,남성,40대,Z16
12062,M039679170,106,남성,30대,Z10
12063,M961815188,106,여성,40대,Z10
12064,M750055710,106,여성,30대,Z10
12065,M841552717,106,여성,30대,Z12
12066,M234910960,106,여성,40대,Z10
12067,M962071366,106,남성,30대,Z15
12068,M192821703,106,여성,50대,Z10
12069,M603243092,106,남성,40대,Z17
12070,M701729748,106,여성,50대,Z10
12071,M431798505,106,남성,20대,Z17
12072,M625794829,106,여성,30대,Z10
12073,M451198775,106,남성,30대,Z10
12074,M508781105,106,여성,50대,Z17
12075,M648449151,106,남성,70대,Z17
12076,M590793743,106,여성,30대,Z17
12077,M417607064,106,여성,30대,Z10
12078,M386325932,106,남성,40대,Z17
12079,M763340522,106,남성,40대,Z17
12080,M014321937,106,여성,60대,Z10
12081,M530984837,106,남성,40대,Z11
12082,M309724164,106,남성,30대,Z16
12083,M769827762,106,여성,30대,Z12
12084,M567557863,106,여성,30대,Z10
12085,M533330698,106,여성,30대,Z03
12086,M823682060,106,남성,40대,Z17
12087,M128156522,106,남성,60대,Z05
12088,M486753727,106,여성,30대,Z10
12089,M439389469,106,여성,20대,Z17
12090,M640882600,106,여성,20대,Z08
12091,M034857155,106,여성,50대,Z17
12092,M120733829,106,여성,40대,Z16
12093,M637374444,106,여성,30대,Z17
12094,M246988870,106,여성,50대,Z10
12095,M760092158,106,남성,30대,Z03
12096,M560002381,106,남성,40대,Z17
12097,M309346130,106,여성,40대,Z14
12098,M783432409,106,여성,40대,Z16
12099,M066637959,106,여성,50대,Z17
12100,M189554444,106,남성,40대,Z06
12101,M143746700,106,여성,50대,Z15
12102,M084624556,106,남성,30대,Z17
12103,M332480245,106,여성,50대,Z04
12104,M929932043,106,남성,20대,Z04
12105,M290933311,106,여성,30대,Z06
12106,M798364117,106,여성,50대,Z10
12107,M125991367,106,여성,40대,Z04
12108,M587128960,106,남성,60대,Z10
12109,M238020801,106,여성,40대,Z04
12110,M422723480,106,남성,40대,Z17
12111,M159430411,106,여성,40대,Z17
12112,M903717149,106,여성,40대,Z10
12113,M837792995,106,여성,40대,Z10
12114,M837726971,106,여성,20대,Z17
12115,M518381801,106,여성,50대,Z10
12116,M936307368,106,여성,40대,Z17
12117,M242896802,106,남성,30대,Z10
12118,M801678068,106,여성,20대,Z11
12119,M001521411,106,여성,40대,Z04
12120,M324974913,106,여성,30대,Z10
12121,M602548399,105,여성,40대,Z10
12122,M928205189,105,여성,60대,Z10
12123,M789727358,105,남성,20대,Z11
12124,M354080264,105,남성,50대,Z13
12125,M567160601,105,여성,50대,Z11
12126,M567630920,105,여성,30대,Z17
12127,M571771074,105,여성,50대,Z06
12128,M093756671,105,여성,50대,Z10
12129,M335179512,105,여성,20대,Z11
12130,M703920526,105,여성,40대,Z16
12131,M231594517,105,남성,40대,Z13
12132,M702907796,105,여성,60대,Z17
12133,M093009325,105,여성,50대,Z16
12134,M207514023,105,여성,20대,Z17
12135,M821554568,105,남성,30대,Z04
12136,M202258415,105,여성,30대,Z10
12137,M221378754,105,여성,70대,Z16
12138,M263155870,105,남성,40대,Z10
12139,M309121511,105,여성,30대,Z01
12140,M166080217,105,여성,40대,Z05
12141,M573002899,105,남성,70대,Z17
12142,M496322452,105,여성,40대,Z16
12143,M249472886,105,남성,50대,Z03
12144,M941391044,105,여성,30대,Z16
12145,M911292762,105,남성,30대,Z12
12146,M372348072,105,여성,50대,Z10
12147,M762451516,105,여성,30대,Z17
12148,M398921460,105,여성,30대,Z04
12149,M431953757,105,여성,30대,Z10
12150,M785130929,105,남성,20대,Z12
12151,M761199967,105,여성,30대,Z15
12152,M359477250,105,여성,60대,Z01
12153,M722009654,105,남성,30대,Z01
12154,M125978843,105,여성,30대,Z11
12155,M344130541,105,여성,50대,Z17
12156,M553702665,105,남성,50대,Z12
12157,M344621103,105,여성,40대,Z05
12158,M879752239,105,여성,70대,Z10
12159,M862605526,105,남성,40대,Z10
12160,M404578025,105,여성,40대,Z17
12161,M988277182,105,여성,50대,Z03
12162,M587380864,105,여성,40대,Z10
12163,M255747679,105,남성,30대,Z15
12164,M436769371,105,여성,20대,Z17
12165,M407158517,105,여성,30대,Z10
12166,M724449336,105,여성,50대,Z17
12167,M485928653,105,남성,30대,Z17
12168,M633887581,105,여성,40대,Z17
12169,M906190363,105,여성,40대,Z06
12170,M313114365,105,여성,60대,Z10
12171,M078940688,105,여성,30대,Z10
12172,M110016662,105,남성,40대,Z11
12173,M524782049,105,여성,40대,Z12
12174,M030872242,105,남성,40대,Z13
12175,M936070991,105,여성,20대,Z17
12176,M596148003,105,여성,30대,Z10
12177,M773956421,105,여성,40대,Z10
12178,M992850186,105,여성,50대,Z10
12179,M378508277,105,여성,40대,Z05
12180,M545043515,105,여성,40대,Z04
12181,M459185598,105,여성,40대,Z17
12182,M719068306,105,남성,20대,Z16
12183,M338799838,105,여성,30대,Z08
12184,M532828924,105,여성,50대,Z16
12185,M809978720,105,여성,40대,Z11
12186,M358715430,105,남성,30대,Z17
12187,M445870975,105,여성,30대,Z17
12188,M810526566,105,여성,30대,Z04
12189,M632997134,105,여성,40대,Z13
12190,M229513203,105,여성,30대,Z10
12191,M271332811,105,여성,30대,Z10
12192,M369036304,104,남성,30대,Z17
12193,M531737784,104,여성,50대,Z17
12194,M152609379,104,남성,60대,Z04
12195,M336305857,104,남성,40대,Z10
12196,M896905829,104,남성,30대,Z08
12197,M704429444,104,여성,30대,Z17
12198,M089963561,104,여성,40대,Z16
12199,M758285479,104,여성,20대,Z10
12200,M051721212,104,여성,30대,Z10
12201,M686904301,104,여성,30대,Z17
12202,M973370548,104,남성,30대,Z17
12203,M346576567,104,여성,40대,Z17
12204,M374628439,104,여성,30대,Z17
12205,M905907901,104,남성,40대,Z16
12206,M469312385,104,여성,40대,Z14
12207,M464851163,104,여성,20대,Z10
12208,M462039174,104,남성,40대,Z16
12209,M248336480,104,여성,30대,Z10
12210,M121124723,104,여성,50대,Z10
12211,M077974783,104,여성,50대,Z07
12212,M706234276,104,여성,40대,Z17
12213,M835527354,104,여성,40대,Z17
12214,M699813003,104,여성,60대,Z10
12215,M819883113,104,여성,40대,Z17
12216,M567879034,104,여성,60대,Z17
12217,M142300065,104,여성,30대,Z10
12218,M751188558,104,여성,20대,Z17
12219,M768886877,104,여성,70대,Z17
12220,M358398371,104,남성,40대,Z17
12221,M277906716,104,여성,20대,Z16
12222,M642765053,104,남성,50대,Z05
12223,M370732403,104,여성,40대,Z10
12224,M916033169,104,남성,30대,Z17
12225,M260056800,104,여성,40대,Z09
12226,M682644733,104,여성,50대,Z13
12227,M599236188,104,여성,40대,Z04
12228,M330936601,104,남성,30대,Z04
12229,M599595018,104,여성,40대,Z08
12230,M070774742,104,여성,30대,Z17
12231,M786875637,104,여성,30대,Z17
12232,M042731273,104,남성,40대,Z10
12233,M165429050,104,여성,50대,Z10
12234,M409962333,104,남성,30대,Z10
12235,M967774804,104,여성,30대,Z17
12236,M286989583,104,여성,30대,Z11
12237,M875981310,104,남성,40대,Z10
12238,M118685537,104,남성,30대,Z10
12239,M995293492,104,여성,70대,Z10
12240,M213551283,104,여성,40대,Z17
12241,M949723866,104,여성,40대,Z11
12242,M872732589,104,여성,30대,Z06
12243,M500238619,104,여성,40대,Z05
12244,M668777967,104,여성,20대,Z06
12245,M148290598,104,여성,40대,Z17
12246,M097449884,104,남성,40대,Z12
12247,M296742805,104,여성,50대,Z10
12248,M807787560,104,여성,40대,Z17
12249,M889270569,104,여성,50대,Z09
12250,M970932333,104,여성,30대,Z04
12251,M287304307,104,여성,30대,Z16
12252,M204923282,104,남성,40대,Z10
12253,M388011757,104,여성,20대,Z10
12254,M187838505,104,여성,40대,Z10
12255,M439745383,104,남성,30대,Z17
12256,M735900292,104,여성,30대,Z04
12257,M022824889,104,여성,40대,Z06
12258,M284107833,104,여성,40대,Z12
12259,M454382896,104,여성,30대,Z10
12260,M313126091,104,남성,40대,Z10
12261,M782291656,104,여성,20대,Z17
12262,M037061429,104,여성,30대,Z06
12263,M407562527,104,여성,20대,Z10
12264,M056613825,104,여성,30대,Z17
12265,M682955819,104,남성,40대,Z16
12266,M946980353,104,여성,40대,Z17
12267,M597583112,104,여성,40대,Z10
12268,M615969996,103,여성,70대,Z04
12269,M342689927,103,여성,50대,Z17
12270,M809760591,103,여성,30대,Z10
12271,M479733959,103,여성,40대,Z17
12272,M821474472,103,남성,20대,Z17
12273,M919291421,103,여성,40대,Z17
12274,M907160428,103,남성,20대,Z14
12275,M678180721,103,여성,40대,Z10
12276,M823266956,103,여성,40대,Z11
12277,M636431111,103,남성,20대,Z17
12278,M311738593,103,여성,50대,Z05
12279,M311054868,103,여성,40대,Z17
12280,M295093254,103,여성,30대,Z10
12281,M628227277,103,남성,40대,Z11
12282,M913113922,103,여성,60대,Z10
12283,M278547530,103,여성,50대,Z10
12284,M753715825,103,여성,40대,Z08
12285,M308901782,103,여성,40대,Z10
12286,M887559632,103,여성,30대,Z15
12287,M864027679,103,남성,40대,Z17
12288,M155128651,103,남성,30대,Z17
12289,M522469551,103,남성,40대,Z16
12290,M467111290,103,여성,50대,Z14
12291,M323573864,103,남성,30대,Z17
12292,M534117344,103,남성,30대,Z11
12293,M478649698,103,여성,30대,Z17
12294,M487444251,103,여성,50대,Z10
12295,M533350175,103,남성,30대,Z11
12296,M339016071,103,남성,20대,Z16
12297,M654962285,103,남성,60대,Z04
12298,M061071852,103,여성,40대,Z10
12299,M190157744,103,여성,20대,Z10
12300,M202091454,103,여성,50대,Z17
12301,M721398105,103,여성,40대,Z17
12302,M299454333,103,여성,30대,Z10
12303,M779142727,103,여성,40대,Z10
12304,M007710522,103,여성,30대,Z10
12305,M336865284,103,남성,40대,Z08
12306,M212377459,103,남성,40대,Z16
12307,M585230871,103,여성,50대,Z17
12308,M974623802,103,여성,40대,Z10
12309,M661037095,103,여성,50대,Z17
12310,M639001391,103,남성,30대,Z10
12311,M424383763,103,여성,40대,Z13
12312,M434290448,103,남성,30대,Z17
12313,M043819861,103,남성,40대,Z04
12314,M605718097,103,여성,50대,Z17
12315,M875728834,103,여성,20대,Z10
12316,M199733316,103,남성,40대,Z17
12317,M025305485,103,여성,70대,Z10
12318,M203091341,103,여성,40대,Z17
12319,M544570827,103,남성,30대,Z11
12320,M847263740,103,여성,40대,Z16
12321,M165196823,103,여성,30대,Z17
12322,M892194212,103,남성,40대,Z17
12323,M733710559,103,여성,40대,Z10
12324,M721646184,103,여성,50대,Z11
12325,M430559526,103,남성,40대,Z17
12326,M231130491,103,여성,30대,Z10
12327,M949309961,103,여성,40대,Z13
12328,M157056391,103,여성,30대,Z11
12329,M708947612,103,남성,50대,Z13
12330,M390981117,103,여성,30대,Z17
12331,M308584304,103,여성,40대,Z17
12332,M901178962,103,여성,30대,Z11
12333,M571453700,103,남성,30대,Z04
12334,M304015619,103,여성,20대,Z06
12335,M145297774,103,여성,40대,Z10
12336,M337088453,103,여성,60대,Z10
12337,M675295153,103,여성,50대,Z10
12338,M996392974,103,여성,40대,Z17
12339,M202987328,103,여성,30대,Z06
12340,M815849408,103,여성,50대,Z17
12341,M636067182,103,여성,30대,Z17
12342,M571585113,103,남성,20대,Z03
12343,M727411043,102,남성,40대,Z15
12344,M938506488,102,남성,30대,Z10
12345,M824620081,102,여성,50대,Z13
12346,M416949720,102,여성,30대,Z04
12347,M415156587,102,남성,30대,Z17
12348,M597362401,102,여성,60대,Z15
12349,M990373901,102,여성,30대,Z10
12350,M664919582,102,여성,40대,Z10
12351,M112492179,102,남성,40대,Z17
12352,M734966413,102,남성,60대,Z16
12353,M517439925,102,여성,60대,Z03
12354,M674919675,102,남성,50대,Z10
12355,M361261196,102,남성,40대,Z08
12356,M261112796,102,여성,30대,Z17
12357,M803860358,102,여성,30대,Z10
12358,M253195725,102,여성,40대,Z12
12359,M014339861,102,여성,40대,Z17
12360,M914075577,102,여성,40대,Z11
12361,M587545244,102,여성,50대,Z11
12362,M142905504,102,여성,20대,Z11
12363,M723765205,102,여성,30대,Z17
12364,M146518781,102,여성,40대,Z16
12365,M301270532,102,여성,50대,Z17
12366,M696190839,102,여성,30대,Z17
12367,M412504198,102,여성,30대,Z17
12368,M537458579,102,여성,30대,Z06
12369,M021396553,102,여성,40대,Z11
12370,M215411283,102,여성,30대,Z17
12371,M762039991,102,여성,40대,Z10
12372,M920054166,102,남성,50대,Z13
12373,M481307274,102,여성,40대,Z06
12374,M495065676,102,여성,50대,Z06
12375,M472787971,102,여성,20대,Z10
12376,M677593283,102,여성,40대,Z16
12377,M057216075,102,남성,30대,Z06
12378,M003842970,102,여성,30대,Z08
12379,M118649386,102,여성,60대,Z04
12380,M907774219,102,남성,60대,Z17
12381,M437860197,102,여성,30대,Z16
12382,M081173831,102,남성,40대,Z10
12383,M996383696,102,여성,30대,Z14
12384,M222353964,102,여성,30대,Z17
12385,M826926393,102,여성,40대,Z13
12386,M319855640,102,여성,30대,Z16
12387,M398975837,102,남성,20대,Z17
12388,M372192525,102,여성,40대,Z06
12389,M198277614,102,남성,40대,Z04
12390,M637909775,102,남성,50대,Z16
12391,M830632273,102,여성,60대,Z12
12392,M960309912,102,남성,30대,Z10
12393,M002186187,102,남성,40대,Z04
12394,M506259273,102,남성,50대,Z16
12395,M421158749,102,남성,40대,Z16
12396,M889534994,102,남성,40대,Z10
12397,M419722188,102,여성,40대,Z17
12398,M634421590,102,여성,50대,Z10
12399,M128716633,102,여성,50대,Z10
12400,M642987118,102,여성,60대,Z17
12401,M456711907,102,여성,70대,Z17
12402,M143027432,102,여성,30대,Z10
12403,M933755071,102,여성,50대,Z10
12404,M662071438,102,여성,40대,Z10
12405,M226216100,102,여성,40대,Z06
12406,M739597052,102,남성,40대,Z16
12407,M290704566,102,남성,40대,Z16
12408,M924985986,102,남성,20대,Z17
12409,M337818555,102,여성,30대,Z07
12410,M023140765,102,남성,50대,Z13
12411,M239203431,102,여성,60대,Z11
12412,M590030851,102,남성,40대,Z10
12413,M614023415,102,여성,20대,Z10
12414,M240448735,102,여성,40대,Z04
12415,M642110747,102,여성,30대,Z06
12416,M790014380,102,여성,30대,Z17
12417,M659582445,102,남성,40대,Z10
12418,M741499646,102,여성,30대,Z10
12419,M034887889,102,남성,40대,Z08
12420,M490628574,102,여성,40대,Z15
12421,M005701809,102,여성,40대,Z10
12422,M625121167,102,남성,30대,Z11
12423,M256150255,102,남성,60대,Z06
12424,M283516575,102,여성,20대,Z16
12425,M177811414,102,남성,30대,Z05
12426,M270037733,102,여성,50대,Z17
12427,M299650247,101,여성,40대,Z10
12428,M288015633,101,여성,40대,Z10
12429,M757911017,101,남성,50대,Z12
12430,M134888191,101,여성,40대,Z17
12431,M496356524,101,여성,20대,Z16
12432,M251973135,101,여성,50대,Z10
12433,M814208003,101,여성,50대,Z16
12434,M743342735,101,여성,30대,Z11
12435,M712673418,101,남성,30대,Z17
12436,M646929638,101,여성,30대,Z17
12437,M741633135,101,남성,30대,Z10
12438,M546402650,101,여성,40대,Z06
12439,M634123739,101,여성,30대,Z10
12440,M521082064,101,여성,50대,Z10
12441,M104026977,101,여성,40대,Z17
12442,M267195498,101,남성,30대,Z12
12443,M734222567,101,남성,40대,Z03
12444,M781190587,101,여성,50대,Z10
12445,M541663654,101,여성,30대,Z11
12446,M987450085,101,남성,20대,Z17
12447,M872444303,101,여성,40대,Z10
12448,M988170265,101,여성,50대,Z16
12449,M337197421,101,여성,40대,Z10
12450,M399442184,101,여성,50대,Z10
12451,M590525569,101,여성,20대,Z04
12452,M389545105,101,여성,30대,Z10
12453,M345824240,101,여성,50대,Z04
12454,M061272282,101,여성,30대,Z16
12455,M127742034,101,여성,50대,Z10
12456,M707654570,101,여성,40대,Z06
12457,M736530838,101,여성,50대,Z11
12458,M319962200,101,여성,30대,Z10
12459,M955202288,101,여성,30대,Z06
12460,M132831343,101,남성,40대,Z10
12461,M836959821,101,남성,50대,Z10
12462,M359834456,101,여성,50대,Z04
12463,M723827969,101,여성,40대,Z13
12464,M340231155,101,여성,30대,Z10
12465,M646388693,101,여성,30대,Z11
12466,M038376200,101,남성,20대,Z10
12467,M366555683,101,여성,20대,Z17
12468,M691237677,101,여성,70대,Z08
12469,M257505006,101,남성,30대,Z10
12470,M103059290,101,남성,40대,Z17
12471,M625635913,101,남성,50대,Z16
12472,M048471126,101,여성,40대,Z17
12473,M709161263,101,여성,30대,Z11
12474,M701115598,101,남성,40대,Z10
12475,M893441811,101,여성,40대,Z11
12476,M142565190,101,여성,40대,Z04
12477,M708507731,101,여성,20대,Z10
12478,M160103639,101,여성,30대,Z10
12479,M394777190,101,여성,20대,Z04
12480,M272252864,101,여성,40대,Z16
12481,M309667376,101,여성,40대,Z11
12482,M902031436,101,여성,50대,Z05
12483,M719597928,101,여성,40대,Z16
12484,M245236426,101,여성,40대,Z13
12485,M832035775,101,여성,30대,Z17
12486,M995885091,101,남성,20대,Z17
12487,M981533862,101,남성,30대,Z17
12488,M289893695,101,여성,60대,Z17
12489,M521497159,101,남성,30대,Z17
12490,M961095258,101,남성,50대,Z17
12491,M410578969,101,여성,30대,Z17
12492,M470609473,101,여성,40대,Z10
12493,M244363423,101,여성,60대,Z10
12494,M353760936,101,남성,40대,Z17
12495,M724648977,101,여성,40대,Z04
12496,M766364313,101,여성,20대,Z10
12497,M577111295,101,남성,40대,Z11
12498,M987328885,101,여성,40대,Z10
12499,M042916641,101,여성,30대,Z17
12500,M178743415,101,여성,50대,Z10
12501,M886197980,101,여성,60대,Z10
12502,M012619532,101,여성,50대,Z11
12503,M969463894,101,여성,20대,Z10
12504,M756382607,101,남성,30대,Z11
12505,M552247166,100,여성,50대,Z10
12506,M847896606,100,남성,20대,Z10
12507,M979022025,100,여성,50대,Z17
12508,M779928688,100,여성,50대,Z11
12509,M466237557,100,남성,30대,Z04
12510,M722965301,100,여성,40대,Z15
12511,M965518468,100,여성,40대,Z04
12512,M760125800,100,남성,40대,Z10
12513,M790165314,100,여성,40대,Z16
12514,M819101362,100,남성,40대,Z14
12515,M902297030,100,여성,20대,Z17
12516,M789918050,100,남성,50대,Z06
12517,M865595741,100,여성,60대,Z01
12518,M805973005,100,여성,30대,Z16
12519,M642554137,100,남성,40대,Z05
12520,M007808151,100,남성,30대,Z10
12521,M709016252,100,여성,70대,Z09
12522,M854463074,100,여성,30대,Z10
12523,M901493978,100,여성,30대,Z10
12524,M469084285,100,여성,50대,Z04
12525,M806017312,100,남성,30대,Z15
12526,M683806059,100,여성,30대,Z17
12527,M155652252,100,여성,30대,Z10
12528,M639610559,100,여성,30대,Z17
12529,M872519384,100,남성,60대,Z11
12530,M358219590,100,남성,50대,Z17
12531,M381075161,100,여성,60대,Z10
12532,M904146309,100,남성,40대,Z10
12533,M716739545,100,여성,60대,Z16
12534,M289776948,100,여성,40대,Z10
12535,M610316934,100,남성,30대,Z11
12536,M975769445,100,남성,20대,Z10
12537,M737648945,100,여성,40대,Z17
12538,M955472914,100,남성,30대,Z06
12539,M226668931,100,남성,30대,Z17
12540,M948879242,100,남성,40대,Z04
12541,M417573867,100,남성,40대,Z10
12542,M607831112,100,여성,40대,Z16
12543,M493620584,100,여성,50대,Z10
12544,M474909528,100,여성,50대,Z06
12545,M418893728,100,여성,30대,Z10
12546,M689129901,100,여성,50대,Z17
12547,M001826589,100,여성,40대,Z09
12548,M245230226,100,여성,20대,Z17
12549,M209800528,100,여성,40대,Z05
12550,M333291929,100,여성,40대,Z10
12551,M025636972,100,여성,50대,Z11
12552,M700673871,100,남성,40대,Z16
12553,M360707980,100,여성,20대,Z10
12554,M480578123,100,여성,30대,Z16
12555,M647505906,100,여성,30대,Z17
12556,M929428138,100,여성,40대,Z17
12557,M456122154,100,남성,40대,Z04
12558,M515868178,100,여성,30대,Z06
12559,M496844384,100,여성,20대,Z17
12560,M791272361,100,여성,40대,Z17
12561,M976875750,100,여성,20대,Z10
12562,M605242151,100,남성,60대,Z04
12563,M122846442,100,남성,40대,Z07
12564,M318886202,100,여성,40대,Z10
12565,M244436785,100,여성,30대,Z10
12566,M028131322,100,여성,40대,Z17
12567,M556453094,100,여성,40대,Z08
12568,M715895632,100,남성,40대,Z04
12569,M534232154,100,여성,60대,Z17
12570,M792691610,100,여성,40대,Z17
12571,M973692295,100,남성,30대,Z17
12572,M301581039,99,여성,40대,Z17
12573,M801712961,99,여성,60대,Z17
12574,M913140976,99,여성,40대,Z10
12575,M409768400,99,여성,40대,Z12
12576,M365320746,99,여성,50대,Z10
12577,M781084046,99,여성,40대,Z17
12578,M656237533,99,남성,40대,Z14
12579,M256610711,99,여성,50대,Z04
12580,M719455571,99,여성,50대,Z10
12581,M649468143,99,남성,50대,Z10
12582,M175150734,99,여성,50대,Z17
12583,M884509832,99,여성,30대,Z10
12584,M660746954,99,여성,30대,Z11
12585,M732072871,99,여성,50대,Z13
12586,M126720291,99,남성,30대,Z10
12587,M490344213,99,여성,50대,Z14
12588,M787924367,99,여성,30대,Z10
12589,M334863334,99,여성,50대,Z10
12590,M788499099,99,여성,60대,Z04
12591,M618455168,99,여성,40대,Z17
12592,M359659135,99,남성,20대,Z17
12593,M077345959,99,여성,40대,Z04
12594,M852688576,99,여성,50대,Z17
12595,M544173408,99,여성,40대,Z10
