,cust,rct_no,ma_fem_dv,ages,zon_hlv
18623,M618789377,42.0,여성,30대,Z10
25847,M861016588,42.0,여성,50대,Z10
25477,M848303113,42.0,남성,30대,Z10
5291,M175335964,42.0,여성,40대,Z10
5112,M169295992,42.0,여성,20대,Z10
19015,M632231757,42.0,남성,40대,Z10
5096,M168777059,42.0,남성,40대,Z10
29886,M998998777,42.0,여성,50대,Z17
9512,M317409381,42.0,여성,40대,Z11
14074,M469420727,42.0,여성,40대,Z10
2235,M074785277,42.0,여성,70대,Z17
13000,M434138578,42.0,여성,40대,Z10
28612,M953797130,42.0,남성,60대,Z09
22588,M751226701,42.0,여성,20대,Z10
4489,M150015100,42.0,여성,40대,Z10
4053,M135295710,42.0,여성,40대,Z17
14024,M467819557,42.0,남성,30대,Z10
5823,M193503138,42.0,여성,40대,Z12
19964,M666362659,42.0,여성,20대,Z17
20565,M686068920,42.0,남성,50대,Z17
16319,M542814763,42.0,남성,50대,Z17
17617,M586911545,42.0,남성,50대,Z16
11871,M395099170,42.0,남성,30대,Z16
26472,M881467455,42.0,여성,40대,Z17
19395,M644654569,42.0,여성,40대,Z10
17088,M568141075,42.0,남성,40대,Z17
26221,M873561887,42.0,남성,70대,Z16
5604,M186846962,42.0,여성,50대,Z17
23866,M793717107,42.0,여성,60대,Z10
7279,M242911276,42.0,여성,50대,Z17
5612,M187237815,42.0,여성,40대,Z16
20867,M696308147,42.0,여성,30대,Z17
4392,M146671363,42.0,여성,40대,Z10
4012,M134033554,42.0,여성,70대,Z04
25521,M849924892,42.0,여성,20대,Z17
18010,M599569806,42.0,여성,50대,Z10
13286,M443459737,42.0,여성,40대,Z14
1694,M056407939,42.0,여성,30대,Z14
9640,M321234098,42.0,남성,30대,Z09
8839,M293011805,42.0,여성,30대,Z17
6387,M212283457,42.0,남성,20대,Z04
17693,M589282312,42.0,여성,30대,Z17
20966,M699471793,42.0,남성,30대,Z03
9741,M323904777,42.0,남성,50대,Z05
4190,M140152361,42.0,여성,50대,Z10
15021,M499847718,42.0,여성,50대,Z17
29465,M984523689,42.0,남성,20대,Z05
17227,M573226340,42.0,여성,40대,Z17
13745,M458675513,42.0,여성,50대,Z10
27675,M922268655,42.0,여성,40대,Z16
6272,M208662435,42.0,여성,60대,Z16
13908,M464293694,42.0,여성,30대,Z17
29093,M971752808,42.0,남성,40대,Z10
17172,M571360922,42.0,여성,70대,Z17
15888,M529732921,42.0,남성,60대,Z16
13882,M463373705,42.0,여성,40대,Z14
10001,M332634516,42.0,남성,50대,Z10
17150,M570453051,42.0,남성,30대,Z11
22919,M761928719,42.0,여성,30대,Z16
3404,M114119364,42.0,여성,30대,Z17
3493,M116884100,42.0,여성,30대,Z09
13875,M463108328,42.0,여성,20대,Z13
8456,M281548174,42.0,여성,40대,Z16
9696,M322687277,42.0,남성,30대,Z13
11908,M396227639,42.0,남성,60대,Z14
962,M031687336,42.0,여성,40대,Z11
4973,M164920680,42.0,여성,60대,Z08
18142,M603752947,42.0,남성,30대,Z04
26333,M876821366,42.0,여성,50대,Z11
953,M031435620,42.0,남성,70대,Z10
22001,M731720592,42.0,남성,50대,Z16
345,M012096174,42.0,남성,50대,Z17
4360,M145725769,42.0,여성,70대,Z04
391,M013839762,42.0,남성,30대,Z17
25023,M833066395,42.0,여성,40대,Z13
12789,M426318728,42.0,남성,20대,Z11
6745,M224564035,42.0,여성,50대,Z10
12484,M416793472,42.0,여성,30대,Z17
9366,M312100245,42.0,여성,60대,Z17
23309,M775538169,42.0,여성,40대,Z17
13344,M445980580,42.0,여성,20대,Z12
10097,M334945280,42.0,여성,50대,Z04
2870,M097123030,42.0,여성,30대,Z06
7843,M261388721,42.0,여성,60대,Z10
3331,M112040345,42.0,남성,50대,Z17
2184,M072994801,42.0,여성,40대,Z10
28461,M948722046,42.0,여성,20대,Z04
16503,M548867801,42.0,여성,20대,Z10
24264,M807283218,42.0,남성,50대,Z17
1686,M056029174,42.0,여성,20대,Z17
16531,M549643749,42.0,여성,40대,Z17
18363,M611301251,42.0,여성,50대,Z16
18985,M630979574,42.0,여성,20대,Z09
2871,M097142114,42.0,여성,30대,Z16
28697,M957271649,42.0,여성,30대,Z12
28498,M949977813,42.0,여성,40대,Z16
20389,M680556169,42.0,여성,40대,Z04
18713,M622268137,42.0,여성,40대,Z17
158,M005978086,42.0,남성,40대,Z17
24696,M822615841,42.0,남성,40대,Z16
2331,M078002335,42.0,남성,40대,Z08
25763,M858243295,42.0,남성,50대,Z17
20728,M691509409,42.0,남성,40대,Z10
13700,M457703601,42.0,남성,40대,Z10
5728,M190502976,42.0,남성,30대,Z10
27408,M912536401,42.0,남성,30대,Z17
3017,M102014201,41.0,여성,40대,Z03
22415,M745269283,41.0,여성,30대,Z10
21124,M704156378,41.0,남성,40대,Z12
15293,M508193836,41.0,여성,40대,Z12
6502,M216342831,41.0,남성,40대,Z10
17155,M570581811,41.0,여성,40대,Z14
2138,M071273003,41.0,남성,60대,Z17
7073,M236790127,41.0,남성,20대,Z10
6285,M209047319,41.0,여성,50대,Z10
12162,M405717675,41.0,여성,20대,Z17
7784,M259662046,41.0,여성,50대,Z04
15415,M512628399,41.0,여성,60대,Z10
18994,M631299879,41.0,남성,50대,Z17
14737,M490359476,41.0,여성,30대,Z02
22208,M738465760,41.0,여성,50대,Z17
8220,M274362142,41.0,여성,30대,Z14
11926,M396912295,41.0,여성,20대,Z17
15100,M502344565,41.0,여성,40대,Z16
29480,M984904533,41.0,여성,50대,Z16
25669,M855414747,41.0,남성,40대,Z15
21485,M715243116,41.0,남성,50대,Z10
15292,M508174028,41.0,여성,30대,Z10
28518,M950745820,41.0,남성,40대,Z03
1271,M042307246,41.0,남성,40대,Z16
26431,M880027996,41.0,여성,40대,Z10
18892,M627751476,41.0,남성,50대,Z04
13342,M445869462,41.0,남성,30대,Z16
1725,M057096251,41.0,여성,30대,Z10
7726,M257517537,41.0,여성,40대,Z06
9334,M310869589,41.0,남성,30대,Z15
27085,M901466636,41.0,여성,30대,Z10
23929,M795801858,41.0,남성,20대,Z04
14841,M493725236,41.0,여성,20대,Z10
4551,M152148285,41.0,남성,50대,Z17
6399,M212756258,41.0,남성,30대,Z16
29473,M984801790,41.0,남성,40대,Z17
10616,M351658282,41.0,여성,30대,Z17
2337,M078175257,41.0,남성,30대,Z04
2471,M083089011,41.0,여성,40대,Z17
3479,M116478829,41.0,여성,40대,Z13
29677,M991444695,41.0,남성,20대,Z17
29141,M973299059,41.0,남성,30대,Z17
18574,M617354534,41.0,남성,20대,Z15
6542,M217847173,41.0,여성,20대,Z10
27203,M905621554,41.0,여성,40대,Z17
10494,M347493616,41.0,여성,20대,Z13
1276,M042449483,41.0,남성,30대,Z07
24972,M831900304,41.0,여성,20대,Z17
20789,M693903842,41.0,여성,30대,Z12
8187,M273009711,41.0,여성,30대,Z10
12080,M402519462,41.0,여성,50대,Z17
23288,M774848875,41.0,여성,20대,Z11
12081,M402520262,41.0,여성,20대,Z17
12043,M400951342,41.0,남성,30대,Z10
3021,M102123825,41.0,여성,30대,Z17
13355,M446147367,41.0,남성,40대,Z16
13352,M446083535,41.0,남성,20대,Z16
8163,M271990450,41.0,여성,20대,Z10
29134,M973127991,41.0,여성,40대,Z10
5883,M195416781,41.0,여성,30대,Z14
11658,M387091078,41.0,남성,30대,Z10
8529,M283676414,41.0,여성,40대,Z06
29071,M970946869,41.0,남성,40대,Z10
11552,M383659401,41.0,남성,50대,Z17
25330,M842991166,41.0,여성,30대,Z10
3369,M113141226,41.0,여성,20대,Z10
6747,M224662389,41.0,남성,70대,Z12
11529,M382645654,41.0,남성,50대,Z10
22998,M764547393,41.0,남성,40대,Z10
21795,M725195701,41.0,여성,40대,Z16
7246,M242170537,41.0,여성,50대,Z13
21630,M719927230,41.0,여성,30대,Z16
10993,M365478024,41.0,남성,40대,Z10
22754,M756086269,41.0,남성,60대,Z10
14255,M475608157,41.0,남성,50대,Z03
18313,M609262587,41.0,남성,40대,Z12
26058,M868003314,41.0,남성,70대,Z11
14018,M467590639,41.0,여성,30대,Z16
25254,M840720984,41.0,여성,40대,Z10
5115,M169381658,41.0,남성,40대,Z10
894,M029466915,41.0,남성,40대,Z14
648,M021533416,41.0,여성,70대,Z17
28116,M936678645,41.0,여성,50대,Z17
19202,M637847649,41.0,남성,20대,Z11
17898,M596047453,41.0,여성,30대,Z17
5370,M178511249,41.0,여성,50대,Z09
22136,M736285490,41.0,여성,50대,Z17
3435,M115049674,41.0,여성,30대,Z08
17577,M585663143,41.0,여성,70대,Z16
21925,M729868420,41.0,남성,40대,Z10
26046,M867677795,41.0,여성,40대,Z16
4246,M142058161,41.0,남성,50대,Z10
5099,M168800760,41.0,여성,30대,Z10
15577,M518978066,41.0,여성,40대,Z17
773,M025642777,41.0,여성,20대,Z17
23724,M789016972,41.0,여성,40대,Z10
19674,M655771821,41.0,여성,50대,Z17
11086,M368575230,41.0,여성,30대,Z10
19423,M645765345,41.0,여성,20대,Z11
6924,M231139676,41.0,여성,40대,Z17
14366,M478824082,41.0,여성,20대,Z16
27710,M923469671,41.0,여성,20대,Z06
21715,M722814417,41.0,여성,50대,Z10
20900,M697334006,41.0,남성,40대,Z01
20892,M696988421,41.0,남성,30대,Z17
29764,M994467158,41.0,남성,20대,Z17
20686,M690259533,41.0,여성,60대,Z10
24827,M827029365,41.0,남성,70대,Z05
12457,M415962962,41.0,여성,50대,Z04
7327,M244237566,41.0,남성,40대,Z04
5468,M182437771,41.0,남성,50대,Z10
16320,M542868950,41.0,남성,30대,Z10
15807,M526813947,41.0,남성,20대,Z06
24026,M798994192,41.0,여성,40대,Z17
22759,M756111815,41.0,남성,50대,Z11
7423,M247364440,41.0,여성,50대,Z16
28794,M960756654,41.0,여성,20대,Z17
18290,M608643689,41.0,여성,20대,Z17
28472,M949262710,41.0,남성,40대,Z13
13785,M460174963,41.0,여성,40대,Z17
14425,M480736339,41.0,여성,60대,Z10
7436,M247629502,41.0,여성,30대,Z04
21684,M721667359,41.0,여성,40대,Z17
20660,M689191382,41.0,여성,20대,Z04
20645,M688728579,41.0,남성,40대,Z03
4210,M140701527,41.0,여성,30대,Z17
17829,M593776510,41.0,남성,40대,Z10
7414,M247115950,41.0,여성,40대,Z16
26249,M874385675,41.0,여성,20대,Z09
7402,M246744762,41.0,여성,50대,Z12
19192,M637367741,41.0,여성,60대,Z04
26134,M870498704,41.0,여성,30대,Z06
21519,M716520995,41.0,여성,50대,Z04
3765,M125370030,41.0,남성,40대,Z17
4697,M156838853,41.0,여성,50대,Z09
8269,M275776510,41.0,남성,70대,Z17
12606,M421117363,41.0,여성,40대,Z04
1534,M050770774,41.0,여성,20대,Z16
26560,M884456148,41.0,여성,40대,Z10
13583,M454381920,41.0,여성,30대,Z17
1929,M064120209,41.0,여성,20대,Z10
9520,M317597846,41.0,남성,50대,Z10
12856,M429042573,41.0,여성,40대,Z17
4650,M155472623,41.0,여성,40대,Z16
8291,M276519011,41.0,여성,50대,Z16
27821,M927445440,41.0,여성,40대,Z17
25409,M845713660,41.0,남성,40대,Z11
25967,M865189007,41.0,여성,50대,Z10
25960,M864904686,41.0,여성,30대,Z06
4249,M142104525,41.0,여성,60대,Z15
28594,M953000487,41.0,남성,30대,Z17
4647,M155406799,41.0,여성,30대,Z10
10266,M340401542,41.0,남성,40대,Z17
25962,M865032620,41.0,여성,40대,Z15
16116,M536342722,40.0,남성,20대,Z09
5602,M186675760,40.0,여성,30대,Z17
28083,M935779170,40.0,남성,30대,Z09
24952,M831090702,40.0,여성,40대,Z10
24865,M828309377,40.0,여성,30대,Z06
27777,M925509293,40.0,여성,30대,Z01
17063,M567336327,40.0,여성,20대,Z10
28378,M945767830,40.0,여성,30대,Z04
9648,M321378546,40.0,여성,40대,Z10
12737,M425113347,40.0,남성,50대,Z04
25210,M839579189,40.0,여성,20대,Z03
12503,M417408567,40.0,남성,60대,Z04
17066,M567591477,40.0,남성,40대,Z06
7886,M262716274,40.0,여성,30대,Z16
20238,M675618037,40.0,남성,40대,Z16
26748,M890796676,40.0,여성,30대,Z03
12322,M411752476,40.0,여성,70대,Z03
7859,M261946932,40.0,여성,60대,Z17
20838,M695403506,40.0,여성,50대,Z04
8871,M293824225,40.0,여성,70대,Z16
19334,M642434473,40.0,남성,20대,Z17
27939,M931386275,40.0,여성,50대,Z14
6173,M205448480,40.0,여성,40대,Z04
26929,M896192549,40.0,남성,40대,Z10
2923,M098724865,40.0,남성,50대,Z16
9028,M299791653,40.0,여성,20대,Z16
16273,M541414221,40.0,여성,20대,Z16
9163,M304445809,40.0,남성,40대,Z09
13308,M444540691,40.0,여성,50대,Z16
15027,M499993614,40.0,여성,30대,Z10
28473,M949264778,40.0,여성,50대,Z12
26339,M877075401,40.0,여성,20대,Z10
27153,M903844955,40.0,남성,50대,Z11
25052,M834286570,40.0,여성,50대,Z10
6518,M216822900,40.0,여성,30대,Z10
8400,M279827372,40.0,여성,30대,Z04
5492,M183399942,40.0,남성,50대,Z10
7384,M245958292,40.0,남성,50대,Z17
12911,M430785077,40.0,여성,30대,Z16
19132,M635421520,40.0,남성,60대,Z15
28928,M965015005,40.0,여성,30대,Z10
7324,M244074236,40.0,여성,50대,Z16
11085,M368562108,40.0,여성,40대,Z10
21296,M709418594,40.0,여성,60대,Z03
216,M007711011,40.0,여성,60대,Z11
4636,M155214575,40.0,여성,60대,Z10
410,M014382968,40.0,여성,30대,Z16
11059,M367694224,40.0,여성,30대,Z16
6974,M232893752,40.0,여성,40대,Z17
398,M014035745,40.0,여성,40대,Z10
5452,M181710553,40.0,여성,40대,Z17
15995,M532768555,40.0,여성,30대,Z10
11379,M377572441,40.0,남성,60대,Z04
18530,M616058147,40.0,남성,40대,Z10
23423,M778978717,40.0,여성,50대,Z09
25160,M837969471,40.0,여성,30대,Z04
1043,M034436789,40.0,여성,30대,Z17
17833,M593826526,40.0,남성,50대,Z02
17215,M572818361,40.0,여성,50대,Z17
2381,M079725702,40.0,여성,20대,Z17
26559,M884450474,40.0,여성,30대,Z04
6354,M211288384,40.0,여성,20대,Z03
16072,M534928260,40.0,여성,30대,Z09
25716,M856836531,40.0,남성,30대,Z10
14276,M476146011,40.0,여성,30대,Z17
11440,M379788493,40.0,여성,30대,Z06
27195,M905413448,40.0,남성,50대,Z10
7652,M255104161,40.0,여성,30대,Z17
13142,M439098018,40.0,여성,20대,Z11
25426,M846563015,40.0,남성,30대,Z17
26258,M874744108,40.0,여성,40대,Z17
4635,M155209352,40.0,여성,50대,Z10
8444,M281103896,40.0,여성,50대,Z10
15799,M526408168,40.0,여성,30대,Z17
13910,M464319747,40.0,여성,20대,Z04
19123,M635243433,40.0,여성,70대,Z17
22381,M743830590,40.0,여성,50대,Z16
26915,M895846393,40.0,여성,40대,Z10
21385,M712322016,40.0,여성,30대,Z17
12314,M411387846,40.0,남성,60대,Z04
29889,M999101603,40.0,여성,70대,Z16
3353,M112677469,40.0,여성,30대,Z17
29040,M969556313,40.0,여성,20대,Z12
2731,M092187120,40.0,남성,20대,Z10
21433,M713756029,40.0,남성,30대,Z11
6500,M216258882,40.0,여성,30대,Z10
23678,M787185149,40.0,여성,50대,Z16
22168,M737237680,40.0,여성,30대,Z17
27281,M908055183,40.0,여성,50대,Z10
22989,M764232104,40.0,여성,30대,Z15
10129,M336113491,40.0,여성,30대,Z10
16143,M537092035,40.0,남성,20대,Z11
19927,M665213455,40.0,여성,40대,Z17
7048,M235878629,40.0,여성,40대,Z14
5150,M170639912,40.0,남성,40대,Z06
759,M025054375,40.0,여성,40대,Z10
19917,M664896859,40.0,여성,60대,Z17
18658,M620141974,40.0,여성,30대,Z10
15282,M507849282,40.0,여성,50대,Z17
21024,M701179839,40.0,여성,40대,Z10
13034,M435034765,40.0,여성,50대,Z08
12979,M433289744,40.0,여성,30대,Z10
28284,M942561435,40.0,여성,30대,Z16
12861,M429255147,40.0,여성,40대,Z10
19988,M667159572,40.0,여성,40대,Z01
16033,M533637733,40.0,남성,40대,Z10
5832,M193817265,40.0,남성,30대,Z17
10324,M342394078,40.0,여성,70대,Z10
22150,M736763395,40.0,남성,50대,Z17
25382,M844819098,40.0,남성,40대,Z17
21561,M717996099,40.0,남성,30대,Z17
7190,M240440695,40.0,여성,70대,Z11
1232,M040839977,40.0,여성,50대,Z10
20116,M671556455,40.0,여성,20대,Z05
27653,M921315184,40.0,여성,40대,Z10
6656,M221732730,40.0,여성,30대,Z10
12516,M417939224,40.0,여성,20대,Z09
9833,M327112752,40.0,여성,40대,Z17
20568,M686143911,40.0,남성,30대,Z10
13639,M455828867,40.0,남성,30대,Z04
10199,M338310215,40.0,여성,40대,Z08
20143,M672414849,40.0,남성,40대,Z13
26040,M867503202,40.0,여성,20대,Z15
25872,M861771141,40.0,남성,50대,Z17
12634,M421726585,40.0,여성,50대,Z17
21032,M701379266,40.0,남성,30대,Z16
17665,M588377047,40.0,여성,40대,Z14
4185,M139841345,40.0,여성,30대,Z11
10075,M334525122,40.0,여성,30대,Z08
4843,M161228227,40.0,여성,20대,Z10
29259,M976751755,40.0,남성,30대,Z17
5694,M189588391,40.0,남성,40대,Z10
23496,M781603006,40.0,여성,60대,Z17
10,M000508243,40.0,여성,50대,Z17
6444,M214380661,40.0,여성,30대,Z17
16737,M556494467,40.0,남성,30대,Z13
7247,M242222647,40.0,여성,30대,Z14
14189,M473469851,40.0,여성,60대,Z10
16990,M565245055,40.0,남성,40대,Z06
27529,M916137217,40.0,남성,30대,Z10
28977,M967284193,40.0,여성,40대,Z10
12870,M429666006,40.0,남성,60대,Z12
23971,M796847475,40.0,여성,30대,Z08
13593,M454650509,39.0,여성,30대,Z09
24970,M831880398,39.0,여성,20대,Z11
20872,M696391225,39.0,남성,50대,Z10
2797,M094658818,39.0,여성,50대,Z10
20674,M689551103,39.0,여성,20대,Z14
19985,M667101386,39.0,여성,50대,Z14
3987,M132815680,39.0,여성,40대,Z05
20098,M671036095,39.0,여성,30대,Z10
8293,M276604230,39.0,여성,50대,Z12
2984,M100544519,39.0,여성,60대,Z11
8716,M289691364,39.0,남성,50대,Z11
6972,M232843792,39.0,여성,20대,Z04
8162,M271971039,39.0,남성,40대,Z10
25386,M844907848,39.0,여성,40대,Z10
28732,M958263218,39.0,여성,40대,Z05
13742,M458613493,39.0,여성,50대,Z10
24834,M827308655,39.0,여성,40대,Z10
28887,M963499620,39.0,남성,50대,Z14
14491,M482814653,39.0,여성,50대,Z17
27649,M921113918,39.0,여성,30대,Z16
19979,M666918413,39.0,남성,50대,Z11
13337,M445664179,39.0,여성,20대,Z10
19309,M641672841,39.0,여성,60대,Z17
21077,M702518818,39.0,남성,70대,Z17
3606,M120798295,39.0,남성,40대,Z17
18842,M626534653,39.0,남성,50대,Z16
27913,M930730153,39.0,여성,30대,Z16
19498,M648404833,39.0,여성,30대,Z16
23837,M792497447,39.0,남성,30대,Z01
19126,M635290204,39.0,여성,40대,Z10
14556,M484911387,39.0,여성,60대,Z17
7136,M238785357,39.0,여성,50대,Z17
23480,M781187615,39.0,여성,50대,Z17
24184,M804463254,39.0,여성,60대,Z17
8397,M279770469,39.0,남성,50대,Z06
20050,M669145009,39.0,남성,20대,Z05
2546,M085551978,39.0,여성,20대,Z15
9174,M304889640,39.0,여성,20대,Z01
13611,M455091979,39.0,여성,30대,Z10
19274,M640606080,39.0,여성,20대,Z05
7420,M247184833,39.0,남성,30대,Z17
23518,M782121877,39.0,여성,40대,Z10
8049,M267858112,39.0,여성,40대,Z11
28128,M937007652,39.0,여성,30대,Z17
23692,M787884495,39.0,여성,60대,Z06
7901,M263206826,39.0,여성,60대,Z15
29397,M981949208,39.0,여성,50대,Z12
19000,M631794171,39.0,여성,40대,Z11
14739,M490477864,39.0,여성,40대,Z16
19890,M663677376,39.0,여성,40대,Z16
12296,M410918621,39.0,여성,40대,Z17
20082,M670369755,39.0,남성,40대,Z17
24856,M828045362,39.0,여성,30대,Z13
13773,M459603239,39.0,여성,30대,Z10
13301,M444306480,39.0,여성,20대,Z17
24609,M819462379,39.0,남성,50대,Z10
6846,M228104961,39.0,남성,30대,Z12
20274,M676763934,39.0,여성,40대,Z17
13095,M437751940,39.0,여성,30대,Z17
23619,M785545570,39.0,여성,50대,Z14
19824,M661058088,39.0,여성,30대,Z17
13130,M438859457,39.0,남성,40대,Z08
6859,M228540902,39.0,여성,70대,Z17
24240,M806244786,39.0,여성,20대,Z11
7122,M238349189,39.0,여성,50대,Z04
17169,M571257188,39.0,여성,60대,Z10
16310,M542513593,39.0,여성,40대,Z10
23085,M767826656,39.0,여성,30대,Z10
4482,M149774498,39.0,여성,50대,Z08
27701,M923167815,39.0,남성,50대,Z07
16146,M537200022,39.0,여성,40대,Z10
4238,M141814380,39.0,남성,50대,Z14
21980,M731250312,39.0,여성,40대,Z16
26837,M893208665,39.0,여성,40대,Z17
6140,M204291165,39.0,여성,30대,Z06
25802,M859550535,39.0,여성,40대,Z10
3285,M110926968,39.0,여성,50대,Z10
1383,M046175292,39.0,여성,50대,Z17
10455,M346479264,39.0,남성,30대,Z10
11515,M382095047,39.0,여성,40대,Z14
26389,M878595157,39.0,여성,20대,Z17
17825,M593639642,39.0,남성,30대,Z10
23102,M768436652,39.0,여성,30대,Z14
26310,M876132139,39.0,여성,30대,Z11
15881,M529406371,39.0,여성,20대,Z17
26336,M876946506,39.0,여성,30대,Z10
26609,M885957221,39.0,남성,40대,Z17
18069,M601345231,39.0,여성,60대,Z17
10296,M341374425,39.0,여성,30대,Z17
9639,M321234091,39.0,여성,40대,Z17
10394,M344645501,39.0,여성,40대,Z10
9566,M318888511,39.0,남성,30대,Z10
15511,M516522838,39.0,남성,20대,Z10
23097,M768277203,39.0,여성,70대,Z17
15203,M505552988,39.0,남성,30대,Z12
16727,M556123556,39.0,여성,60대,Z10
22486,M747531073,39.0,여성,30대,Z10
5094,M168750156,39.0,여성,70대,Z05
16106,M536053706,39.0,여성,40대,Z17
25914,M863195926,39.0,여성,50대,Z04
29105,M972115610,39.0,여성,40대,Z16
15121,M502972832,39.0,여성,40대,Z06
11227,M372945547,39.0,남성,30대,Z04
18219,M606535360,39.0,여성,40대,Z04
16795,M558221027,39.0,여성,50대,Z10
23069,M767269604,39.0,여성,20대,Z17
21707,M722561890,39.0,남성,30대,Z10
10721,M355271551,39.0,남성,50대,Z10
18009,M599560475,39.0,남성,70대,Z10
5937,M197163657,39.0,여성,20대,Z13
4092,M137010859,39.0,여성,20대,Z16
1126,M037171700,39.0,여성,40대,Z10
23405,M778397708,39.0,여성,60대,Z11
26357,M877786205,39.0,남성,50대,Z08
26341,M877144025,39.0,여성,40대,Z10
28485,M949658471,39.0,여성,60대,Z10
29031,M969308414,39.0,여성,60대,Z17
27043,M899894267,39.0,여성,40대,Z10
22424,M745521347,39.0,여성,30대,Z09
22934,M762271514,39.0,남성,70대,Z17
28299,M943076312,39.0,여성,60대,Z17
5518,M184134036,39.0,여성,40대,Z10
696,M023095066,39.0,남성,40대,Z10
9564,M318866238,38.0,여성,40대,Z06
25508,M849383122,38.0,여성,40대,Z14
22593,M751310423,38.0,남성,20대,Z10
22211,M738570270,38.0,여성,40대,Z10
24949,M831033896,38.0,남성,50대,Z17
11183,M371259113,38.0,남성,30대,Z10
8765,M290772732,38.0,여성,20대,Z17
5132,M169926217,38.0,여성,50대,Z10
28048,M934701739,38.0,여성,20대,Z17
29136,M973163565,38.0,여성,40대,Z11
21619,M719625329,38.0,남성,50대,Z16
9850,M327684414,38.0,남성,50대,Z11
27054,M900096623,38.0,여성,30대,Z10
3159,M106564011,38.0,여성,60대,Z10
1791,M059184567,38.0,남성,40대,Z10
16133,M536741764,38.0,여성,50대,Z10
17402,M579560883,38.0,여성,40대,Z17
19638,M654298847,38.0,여성,20대,Z10
8207,M273967536,38.0,남성,50대,Z10
25795,M859434410,38.0,여성,40대,Z11
19677,M655811630,38.0,여성,20대,Z17
19642,M654443214,38.0,남성,50대,Z10
18405,M612846086,38.0,남성,30대,Z16
14593,M486072329,38.0,남성,30대,Z17
19646,M654562562,38.0,여성,30대,Z10
21591,M718770234,38.0,남성,50대,Z11
218,M007808106,38.0,남성,30대,Z08
24939,M830675583,38.0,여성,40대,Z04
26595,M885655793,38.0,여성,40대,Z14
2312,M077634084,38.0,남성,40대,Z10
2209,M073874461,38.0,남성,40대,Z16
1806,M059628455,38.0,남성,20대,Z04
21092,M703207430,38.0,여성,50대,Z10
29425,M983301293,38.0,여성,50대,Z10
24693,M822528928,38.0,남성,30대,Z16
5908,M196340954,38.0,여성,20대,Z17
4797,M159715993,38.0,여성,40대,Z16
27739,M924356372,38.0,여성,60대,Z10
18520,M615720284,38.0,남성,60대,Z17
10017,M332922969,38.0,여성,50대,Z03
519,M017628008,38.0,여성,40대,Z17
677,M022417877,38.0,여성,70대,Z10
23225,M772700643,38.0,여성,60대,Z10
8431,M280712571,38.0,여성,50대,Z10
8411,M280083071,38.0,남성,50대,Z16
26802,M892425962,38.0,여성,20대,Z17
4945,M164050128,38.0,여성,40대,Z11
5966,M197964447,38.0,여성,50대,Z10
3191,M107673332,38.0,여성,30대,Z10
16542,M549951590,38.0,여성,40대,Z10
8369,M279074758,38.0,여성,20대,Z10
7477,M249116077,38.0,여성,50대,Z17
21982,M731281912,38.0,여성,30대,Z17
22702,M754683305,38.0,여성,40대,Z16
7541,M251538637,38.0,남성,30대,Z10
1320,M043748210,38.0,여성,60대,Z17
27847,M928393956,38.0,여성,40대,Z17
25371,M844427724,38.0,여성,30대,Z10
8271,M275885211,38.0,여성,50대,Z10
1908,M063467735,38.0,여성,40대,Z10
2745,M092828946,38.0,여성,20대,Z10
27639,M920737662,38.0,남성,30대,Z17
24135,M802866365,38.0,여성,40대,Z11
28932,M965199533,38.0,여성,30대,Z17
29483,M985211131,38.0,여성,30대,Z17
26911,M895741507,38.0,여성,30대,Z17
21148,M704835376,38.0,여성,50대,Z10
15349,M510289051,38.0,여성,40대,Z03
28502,M950081836,38.0,여성,50대,Z17
3228,M109106490,38.0,남성,70대,Z16
10211,M338616594,38.0,남성,30대,Z10
5070,M167868778,38.0,남성,30대,Z10
4192,M140236900,38.0,여성,40대,Z10
14809,M492723500,38.0,여성,30대,Z10
7556,M252036268,38.0,남성,40대,Z17
17823,M593617711,38.0,여성,50대,Z17
11012,M366039087,38.0,여성,60대,Z17
197,M006962764,38.0,남성,30대,Z17
25268,M841129815,38.0,남성,50대,Z16
10499,M347669174,38.0,여성,40대,Z13
9706,M322857864,38.0,여성,40대,Z17
15031,M500183535,38.0,여성,50대,Z10
2393,M080206245,38.0,여성,40대,Z17
9739,M323874785,38.0,여성,50대,Z16
2474,M083234459,38.0,여성,40대,Z10
9254,M308065468,38.0,남성,40대,Z10
21778,M724661084,38.0,남성,50대,Z17
1259,M041916121,38.0,남성,20대,Z10
10500,M347693551,38.0,여성,30대,Z16
18205,M605905595,38.0,여성,60대,Z05
6388,M212334151,38.0,여성,60대,Z06
12402,M414118412,38.0,여성,50대,Z17
20400,M680859913,38.0,남성,40대,Z16
6786,M225958812,38.0,여성,20대,Z10
21386,M712354149,38.0,여성,40대,Z10
234,M008527766,38.0,남성,30대,Z17
5376,M178782048,38.0,남성,20대,Z16
5680,M189171481,38.0,여성,60대,Z17
23461,M780344439,38.0,여성,20대,Z08
18298,M608867324,38.0,여성,20대,Z11
21652,M720783980,38.0,여성,60대,Z11
19444,M646600928,38.0,여성,40대,Z17
4130,M138298659,38.0,여성,50대,Z11
23444,M779926045,38.0,남성,20대,Z06
13267,M442865670,38.0,여성,40대,Z11
9272,M308878668,38.0,남성,50대,Z10
17264,M574683170,38.0,여성,30대,Z10
1851,M061464740,38.0,여성,30대,Z04
19368,M643518062,38.0,여성,50대,Z17
